"Latest: Time (min)","Latest: Dissolved Oxygen 2 (mg/L)","Latest: Salinity (ppt)","Latest: Temperature (°C)","Latest: Pressure (kPa)","Latest: Dissolved Oxygen 3 (mg/L)","Latest: Dissolved Oxygen 4 (mg/L)","Latest: Dissolved Oxygen (mg/L)","Latest: FlowV1 (V)","Latest: FlowV2 (V)","Latest: FlowV3 (V)","Latest: FlowV4 (V)","Latest: Time-run (min)","Latest: Sawtooth","Latest: PWM(Circ=1 Flush=0)","Latest: Flag","Latest: DO1cor (mg/L)","Latest: NoSlopeSamples","Latest: DO1slope ((mg/L)/min)","Latest: VO2-1 (mg/kg/h)","Latest: collapse(Time) (min)","Latest: collapse(VO2-1) (mg/kg/h)","Latest: NoRestSamples","Latest: DO2cor (mg/L)","Latest: DO2slope ((mg/L)/min)","Latest: VO2-2 (mg/kg/h)","Latest: collapse(VO2-2) (mg/kg/h)","Latest: DO3cor (mg/L)","Latest: DO4cor (mg/L)","Latest: DO3slope ((mg/L)/min)","Latest: DO4slope ((mg/L)min)","Latest: VO2-3 (mg/kg/h)","Latest: VO2-4 (mg/kg/h)","Latest: collapse(VO2-3) (mg/kg/h)","Latest: collapse(VO2-4) (mg/kg/h)"
0,6.55810910378,15.6385150164,26.6133636423,101.71678125,6.6974713117,6.77952886963,6.46621820068,2.03506469727,2.02369689941,2.06001281738,2.08999633789,0,0,0,,,,,,10,245.328349877,,,,,454.261799583,,,,,,,151.87226233,0.946037221953
0.0166666666667,6.5550573766,15.6422250015,26.6235107175,101.7150625,6.69272418053,6.77478173828,6.47062625122,2.03506469727,2.02362060547,2.06016540527,2.08992004395,0.0166666666667,0.00166666666667,0,,5.86920304282,224,,,20,258.746195545,0,6.00686984675,,,398.930335333,5.78477191744,6.0889274045,,,,,383.89143771,12.7525710075
0.0333333333333,6.554379215,15.6477899793,26.6177123794,101.70990625,6.68492532218,6.7754598999,6.47096533203,2.03514099121,2.02354431152,2.05993652344,2.08999633789,0.0333333333333,0.00333333333333,0,,5.86821965369,225,,,30,286.7872712,0,5.99876576087,,,513.445152373,5.78480577072,6.08930033859,,,,,42.9945764972,28.440256018
0.05,6.5553964574,15.6412975052,26.6032166432,101.71678125,6.67983911021,6.77647714233,6.47232165527,2.03514099121,2.02346801758,2.06016540527,2.08999633789,0.05,0.005,0,,5.86936848121,224,,,40,295.935873465,0,5.99381113402,,,768.05027522,5.78629367908,6.09044916614,,,,,151.454907498,6.4368264235
0.0666666666667,6.56082175016,15.6385150164,26.6162627988,101.71678125,6.67543105984,6.77512081909,6.47503430176,2.03514099121,2.02362060547,2.06008911133,2.08984375,0.0666666666667,0.00666666666667,0,,5.87505359736,224,,,50,303.383415702,0,5.98966290704,,,139.029596664,5.78926614896,6.08935266629,,,,,102.130095822,7.43912097258
0.0833333333333,6.56048266937,15.9176914009,26.6162627988,101.71678125,6.67577014064,6.77579898071,6.48012051392,2.03514099121,2.02362060547,2.06001281738,2.08992004395,0.0833333333333,0.00833333333333,0,,5.86247228811,225,,,60,307.991703612,0,5.97775975938,,,374.055493626,5.78211013266,6.07778859945,,,,,382.186929903,17.4933112527
0.1,6.56014358857,15.6524274608,26.6162627988,101.72021875,6.67509197904,6.77613806152,6.47774694824,2.03498840332,2.02362060547,2.06008911133,2.09014892578,0.1,0.01,0,,5.87376535794,224,,,,,0,5.98871374841,,,,5.79136871761,6.08975983089,,,,,,
0.116666666667,6.55980450777,15.6412975052,26.6162627988,101.7150625,6.66864944388,6.7754598999,6.47876419067,2.03506469727,2.02346801758,2.06001281738,2.08999633789,0.116666666667,0.0116666666667,0,,5.87391433941,224,,,,,0,5.98275927552,,,,5.79287402231,6.08956973154,,,,,,
0.133333333333,6.56082175016,15.6422250015,26.6148132198,101.71678125,6.66797128229,6.77512081909,6.48690213013,2.03498840332,2.02362060547,2.06008911133,2.08992004395,0.133333333333,0.0133333333333,0,,5.87487560368,225,,,,,0,5.98202513581,,,,5.80095598365,6.08917467261,,,,,,
0.15,6.56082175016,15.6412975052,26.6032166432,101.71334375,6.66220690872,6.7754598999,6.49131018066,2.03506469727,2.02362060547,2.05993652344,2.08999633789,0.15,0.015,0,,5.87479377397,224,,,,,0,5.97617893253,,,,5.80528220447,6.08943192371,,,,,,
0.166666666667,6.56116083096,15.6450074904,26.6148132198,101.7185,6.6506781616,6.77952886963,6.49673547363,2.0352935791,2.02354431152,2.06024169922,2.08984375,0.166666666667,0.0166666666667,0,,5.87509266619,224,,,,,0,5.96460999683,,,,5.81066730886,6.09346070486,,,,,,
0.183333333333,6.55980450777,15.6403700089,26.6148132198,101.7185,6.64457470723,6.77952886963,6.50385617065,2.03514099121,2.02362060547,2.06016540527,2.08999633789,0.183333333333,0.0183333333333,0,,5.87393970682,225,,,,,0,5.95870990628,,,,5.8179913697,6.09366406868,,,,,,
0.2,6.56082175016,15.6440799941,26.6133636423,101.71334375,6.64389654564,6.77952886963,6.50487341309,2.0352935791,2.02377319336,2.05993652344,2.08999633789,0.2,0.02,0,,5.87477894843,224,,,,,0,5.95785374391,,,,5.81883061136,6.0934860679,,,,,,
0.216666666667,6.55980450777,15.6496449719,26.5887210607,101.7219375,6.63881033367,6.77986795044,6.50385617065,2.03514099121,2.02369689941,2.06001281738,2.08992004395,0.216666666667,0.0216666666667,0,,5.87325705216,224,,,,,0,5.95226287806,,,,5.81730871504,6.09332049483,,,,,,
0.233333333333,6.56116083096,15.804536853,26.5959688329,101.7185,6.6344022833,6.77952886963,6.50894238281,2.03514099121,2.02369689941,2.06016540527,2.08999633789,0.233333333333,0.0233333333333,0,,5.86789575245,225,,,,,0,5.94113720479,,,,5.8156773043,6.08626379112,,,,,,
0.25,6.5557355382,15.6635574163,26.5858219624,101.7185,6.62897699053,6.77952886963,6.51029870605,2.03514099121,2.02362060547,2.06008911133,2.09007263184,0.25,0.025,0,,5.86854702679,224,,,,,0,5.94178847912,,,,5.82311019464,6.09234035822,,,,,,
0.266666666667,6.5553964574,15.8444191936,26.5959688329,101.72021875,6.62321261697,6.77952886963,6.51877572632,2.03498840332,2.02369689941,2.06001281738,2.08984375,0.266666666667,0.0266666666667,0,,5.86038194237,224,,,,,0,5.92819810194,,,,5.82376121129,6.0845143546,,,,,,
0.283333333333,6.55607461899,15.6561374459,26.6061157781,101.7219375,6.6177873242,6.77986795044,6.51979296875,2.03514099121,2.02362060547,2.06016540527,2.09007263184,0.283333333333,0.0283333333333,0,,5.869426427,225,,,,,0,5.93113913221,,,,5.83314477676,6.09321975845,,,,,,
0.3,6.56048266937,15.7989718752,26.6046662099,101.71678125,6.61304019303,6.78563232422,6.53132171631,2.03506469727,2.02369689941,2.06008911133,2.09007263184,0.3,0.03,0,,5.86755456162,224,,,,,0,5.92011208528,,,,5.83839360856,6.09270421647,,,,,,
0.316666666667,6.56014358857,15.6700498904,26.5858219624,101.7219375,6.60727581947,6.78529324341,6.5343734436,2.03514099121,2.02354431152,2.06016540527,2.08999633789,0.316666666667,0.0316666666667,0,,5.87267024062,224,,,,,0,5.91980247152,,,,5.84690009565,6.09781989546,,,,,,
0.333333333333,6.56048266937,15.6663399052,26.5901706121,101.7185,6.6021896075,6.78529324341,6.53572976685,2.03498840332,2.02346801758,2.06008911133,2.08992004395,0.333333333333,0.0333333333333,0,,5.87321816943,225,,,,,0,5.91492510756,,,,5.84846526691,6.09802874347,,,,,,
0.35,6.5553964574,15.6617024237,26.5829228701,101.72021875,6.59540799154,6.78461508179,6.53878149414,2.03514099121,2.02362060547,2.06016540527,2.08992004395,0.35,0.035,0,,5.8682586058,224,,,,,0,5.90827013994,,,,5.85164364254,6.09747723019,,,,,,
0.366666666667,6.5547182958,15.6589199348,26.591620165,101.7185,6.58387924442,6.78461508179,6.53844241333,2.03498840332,2.02362060547,2.06016540527,2.08992004395,0.366666666667,0.0366666666667,0,,5.86779465233,224,,,,,0,5.89695560095,,,,5.85151876986,6.09769143832,,,,,,
0.383333333333,6.5550573766,15.7442495939,26.5713265605,101.725375,6.57404590128,6.77986795044,6.54691943359,2.03514099121,2.02362060547,2.06024169922,2.09014892578,0.383333333333,0.0383333333333,0,,5.86417426697,225,,,,,0,5.88316279165,,,,5.85603632396,6.08898484081,,,,,,
0.4,6.5547182958,15.6598474311,26.5829228701,101.7219375,6.55641369979,6.77918978882,6.54759759521,2.03514099121,2.02369689941,2.06008911133,2.09014892578,0.4,0.04,0,,5.86766182971,224,,,,,0,5.8693572337,,,,5.86054112912,6.09213332273,,,,,,
0.416666666667,6.554379215,15.6589199348,26.5974183919,101.72021875,6.54318954867,6.77952886963,6.54793667603,2.0352935791,2.02369689941,2.06008911133,2.08999633789,0.416666666667,0.0416666666667,0,,5.86751695821,224,,,,,0,5.85632729188,,,,5.86107441924,6.09266661284,,,,,,
0.433333333333,6.54861484144,15.6644849126,26.6003175145,101.7185,6.52996539756,6.77986795044,6.54691943359,2.03521728516,2.02369689941,2.06008911133,2.09007263184,0.433333333333,0.0433333333333,0,,5.86153917695,225,,,,,0,5.84288973307,,,,5.8598437691,6.09279228595,,,,,,
0.45,6.54895392224,15.6589199348,26.5959688329,101.7219375,6.51436768086,6.77986795044,6.54590219116,2.03506469727,2.02354431152,2.06024169922,2.08999633789,0.45,0.045,0,,5.86207632127,224,,,,,0,5.82749007989,,,,5.85902459019,6.09299034947,,,,,,
0.466666666667,6.54963208383,15.6709773866,26.591620165,101.71678125,6.50182169134,6.77952886963,6.53878149414,2.03491210938,2.02377319336,2.06024169922,2.09014892578,0.466666666667,0.0466666666667,0,,5.8621795055,224,,,,,0,5.81436911301,,,,5.85132891581,6.0920762913,,,,,,
0.483333333333,6.54352862947,15.6617024237,26.5901706121,101.7150625,6.48249408586,6.78461508179,6.53912057495,2.03514099121,2.02362060547,2.06008911133,2.08999633789,0.483333333333,0.0483333333333,0,,5.85646757056,225,,,,,0,5.79543302695,,,,5.85205951604,6.09755402288,,,,,,
0.5,6.54386771027,15.6617024237,26.5756751655,101.711625,6.46994809634,6.77986795044,6.53606884766,2.03514099121,2.02362060547,2.06001281738,2.09007263184,0.5,0.05,0,,5.85665302438,224,,,,,0,5.78273341045,,,,5.84885416177,6.09265326455,,,,,,
0.516666666667,6.54318954867,15.6607749274,26.5872715108,101.71678125,6.45367221804,6.77952886963,6.52962631226,2.03514099121,2.02354431152,2.06008911133,2.08992004395,0.516666666667,0.0516666666667,0,,5.8561384677,224,,,,,0,5.76662113707,,,,5.84257523129,6.09247778866,,,,,,
0.533333333333,6.54793667984,15.6644849126,26.5771247034,101.72365625,6.4441779557,6.77986795044,6.52216653442,2.03498840332,2.02354431152,2.06016540527,2.08992004395,0.533333333333,0.0533333333333,0,,5.86061527495,225,,,,,0,5.75685655081,,,,5.83484512953,6.09254654555,,,,,,
0.55,6.54318954867,15.6570649422,26.5655284412,101.71678125,6.43231012778,6.78020703125,6.52013204956,2.03514099121,2.02362060547,2.06008911133,2.09007263184,0.55,0.055,0,,5.85607074326,224,,,,,0,5.74519132237,,,,5.83301324415,6.09308822584,,,,,,
0.566666666667,6.54963208383,15.6579924385,26.572776094,101.72021875,6.42654575421,6.78020703125,6.51606307983,2.03498840332,2.02339172363,2.06016540527,2.08984375,0.566666666667,0.0566666666667,0,,5.86254944908,224,,,,,0,5.73946311946,,,,5.82898044508,6.0931243965,,,,,,
0.583333333333,6.54895392224,15.6514999645,26.5684274979,101.7219375,6.41671241107,6.78461508179,6.51267227173,2.03498840332,2.02354431152,2.06008911133,2.09007263184,0.583333333333,0.0583333333333,0,,5.86211008088,225,,,,,0,5.72986856971,,,,5.82582843037,6.09777124043,,,,,,
0.6,6.54895392224,15.6589199348,26.5698770285,101.7150625,6.40348825996,6.7849541626,6.51301135254,2.03498840332,2.02354431152,2.06016540527,2.08976745605,0.6,0.06,0,,5.8617998418,224,,,,,0,5.71633417952,,,,5.8258572721,6.09780008216,,,,,,
0.616666666667,6.55404013421,15.6617024237,26.5843724155,101.7150625,6.39874112879,6.78563232422,6.50758605957,2.03506469727,2.02362060547,2.06001281738,2.09007263184,0.616666666667,0.0616666666667,0,,5.86691764447,224,,,,,0,5.71161863905,,,,5.82046356983,6.09850983448,,,,,,
0.633333333333,6.554379215,15.6589199348,26.5858219624,101.7185,6.39263767443,6.78427600098,6.50826422119,2.03498840332,2.02354431152,2.06001281738,2.08992004395,0.633333333333,0.0633333333333,0,,5.86739415827,225,,,,,0,5.7056526177,,,,5.82127916446,6.09729094425,,,,,,
0.65,6.5550573766,15.6561374459,26.5843724155,101.7185,6.38958594725,6.7849541626,6.508603302,2.03506469727,2.02369689941,2.06008911133,2.09014892578,0.65,0.065,0,,5.86817903793,224,,,,,0,5.70270760858,,,,5.82172496333,6.09807582393,,,,,,
0.666666666667,6.554379215,15.8564766455,26.5785742428,101.7185,6.38212616969,6.7849541626,6.50758605957,2.03506469727,2.02354431152,2.06008911133,2.08992004395,0.666666666667,0.0666666666667,0,,5.85864921612,224,,,,,0,5.68639617081,,,,5.81185606069,6.08922416372,,,,,,
0.683333333333,6.5550573766,15.6644849126,26.5655284412,101.7150625,6.37873536171,6.78461508179,6.50826422119,2.03498840332,2.02354431152,2.06008911133,2.08992004395,0.683333333333,0.0683333333333,0,,5.86761294176,225,,,,,0,5.69129092687,,,,5.82081978635,6.09717064695,,,,,,
0.7,6.54861484144,15.6598474311,26.5713265605,101.72021875,6.37297098815,6.78461508179,6.51402859497,2.03514099121,2.02354431152,2.06016540527,2.08999633789,0.7,0.07,0,,5.86143543508,224,,,,,0,5.68579158179,,,,5.82684918861,6.09743567543,,,,,,
0.716666666667,6.54827576064,15.6552099496,26.574225629,101.7185,6.37297098815,6.77918978882,6.51335043335,2.03514099121,2.02369689941,2.06024169922,2.08999633789,0.716666666667,0.0716666666667,0,,5.86133059041,224,,,,,0,5.68602581792,,,,5.82640526312,6.09224461859,,,,,,
0.733333333333,6.54827576064,15.6570649422,26.5872715108,101.71678125,6.364833049,6.77986795044,6.51402859497,2.03506469727,2.02354431152,2.06016540527,2.09007263184,0.733333333333,0.0733333333333,0,,5.86138743977,225,,,,,0,5.67794472813,,,,5.8271402741,6.09297962957,,,,,,
0.75,6.54861484144,15.6579924385,26.5684274979,101.72021875,6.36618937219,6.77952886963,6.51843664551,2.03506469727,2.02369689941,2.06031799316,2.09022521973,0.75,0.075,0,,5.86148608708,224,,,,,0,5.67906061783,,,,5.83130789115,6.09240011527,,,,,,
0.766666666667,6.54929300304,15.6570649422,26.572776094,101.7150625,6.36618937219,6.77986795044,6.51741940308,2.03506469727,2.02354431152,2.06016540527,2.09007263184,0.766666666667,0.0766666666667,0,,5.86225106742,224,,,,,0,5.67914743657,,,,5.83037746746,6.09282601482,,,,,,
0.783333333333,6.5547182958,15.7312646458,26.5829228701,101.7185,6.35974683703,6.77986795044,6.51741940308,2.03506469727,2.02369689941,2.06016540527,2.09007263184,0.783333333333,0.0783333333333,0,,5.86452848761,225,,,,,0,5.66955702884,,,,5.82722959489,6.08967814225,,,,,,
0.8,6.5553964574,15.6589199348,26.5669779688,101.7150625,6.36008591783,6.77986795044,6.51674124146,2.03506469727,2.02362060547,2.06001281738,2.09014892578,0.8,0.08,0,,5.86821162374,224,,,,,0,5.67290108417,,,,5.8295564078,6.09268311678,,,,,,
0.816666666667,6.554379215,15.6542824534,26.5829228701,101.71334375,6.36008591783,6.77952886963,6.52216653442,2.03506469727,2.02362060547,2.06001281738,2.08992004395,0.816666666667,0.0816666666667,0,,5.86756690543,224,,,,,0,5.67327360826,,,,5.83535422485,6.09271656006,,,,,,
0.833333333333,6.5547182958,15.6561374459,26.5771247034,101.7185,6.35567786746,6.77952886963,6.52216653442,2.03506469727,2.02362060547,2.06008911133,2.09007263184,0.833333333333,0.0833333333333,0,,5.86776315846,225,,,,,0,5.66872273012,,,,5.83521139708,6.09257373229,,,,,,
0.85,6.55404013421,15.6542824534,26.5640789151,101.72365625,6.35466062507,6.78020703125,6.52894815063,2.03514099121,2.02369689941,2.06008911133,2.08984375,0.85,0.085,0,,5.86702806362,224,,,,,0,5.66764855448,,,,5.84193608004,6.09319496066,,,,,,
0.866666666667,6.554379215,15.6654124089,26.5872715108,101.7150625,6.35160889789,6.7849541626,6.53030447388,2.03514099121,2.02369689941,2.06031799316,2.09022521973,0.866666666667,0.0866666666667,0,,5.8671246839,224,,,,,0,5.66435436679,,,,5.84304994278,6.0976996315,,,,,,
0.883333333333,6.5547182958,15.6505724682,26.5872715108,101.71334375,6.35093073629,6.78529324341,6.53606884766,2.03506469727,2.02354431152,2.06024169922,2.08992004395,0.883333333333,0.0883333333333,0,,5.86811480511,225,,,,,0,5.6643272456,,,,5.84946535697,6.09868975272,,,,,,
0.9,6.5550573766,15.6524274608,26.5843724155,101.7185,6.35432154427,6.78529324341,6.53945965576,2.03514099121,2.02362060547,2.06008911133,2.09007263184,0.9,0.09,0,,5.86834180531,224,,,,,0,5.66760597298,,,,5.85274408447,6.09857767212,,,,,,
0.916666666667,6.56082175016,15.8648241121,26.5814733262,101.71678125,6.35499970586,6.79275302124,6.53810333252,2.03514099121,2.02346801758,2.06031799316,2.09007263184,0.916666666667,0.0916666666667,0,,5.86475662255,224,,,,,0,5.65893457825,,,,5.84203820491,6.09668789363,,,,,,
0.933333333333,6.56048266937,15.6542824534,26.5814733262,101.71678125,6.35533878666,6.79377026367,6.53878149414,2.03498840332,2.02362060547,2.06001281738,2.08999633789,0.933333333333,0.0933333333333,0,,5.87365500355,225,,,,,0,5.66851112084,,,,5.85195382832,6.10694259785,,,,,,
0.95,6.56082175016,15.905633949,26.572776094,101.7219375,6.35567786746,6.79309210205,6.53878149414,2.03521728516,2.02354431152,2.06001281738,2.08999633789,0.95,0.095,0,,5.86287244893,224,,,,,0,5.65772856623,,,,5.84083219291,6.09514280082,,,,,,
0.966666666667,6.56014358857,15.930676349,26.5785742428,101.7150625,6.35974683703,6.79851739502,6.53878149414,2.03506469727,2.02369689941,2.06024169922,2.08999633789,0.966666666667,0.0966666666667,0,,5.86115795095,224,,,,,0,5.66076119941,,,,5.83979585652,6.0995317574,,,,,,
0.983333333333,6.56048266937,15.8787365565,26.5843724155,101.71678125,6.35974683703,6.79885647583,6.53979873657,2.03514099121,2.02362060547,2.06031799316,2.09007263184,0.983333333333,0.0983333333333,0,,5.86383828797,225,,,,,0,5.66310245563,,,,5.84315435517,6.10221209443,,,,,,
1,6.56082175016,15.7090047347,26.5959688329,101.72021875,6.36618937219,6.79885647583,6.53844241333,2.03506469727,2.02362060547,2.05986022949,2.08984375,1,0.1,0,,5.87174718239,224,,,,,0,5.67711480442,,,,5.84936784556,6.10978190806,,,,,,
1.01666666667,6.56522980054,15.6932372977,26.5959688329,101.7185,6.37873536171,6.79817831421,6.54183322144,2.03506469727,2.02362060547,2.06008911133,2.08999633789,1.01666666667,0.101666666667,0,,5.87684687047,224,,,,,0,5.69035243164,,,,5.85345029137,6.10979538414,,,,,,
