"Latest: Time (min)","Latest: Dissolved Oxygen (mg/L)","Latest: Salinity (ppt)","Latest: Temperature (°C)","Latest: Pressure (kPa)","Latest: Dissolved Oxygen 2 (mg/L)","Latest: Dissolved Oxygen 3 (mg/L)","Latest: Dissolved Oxygen 4 (mg/L)","Latest: FlowV3 (V)","Latest: FlowV4 (V)","Latest: FlowV1 (V)","Latest: FlowV2 (V)","Latest: Time-run (min)","Latest: Sawtooth","Latest: PWM(Circ=1 Flush=0)","Latest: Flag","Latest: DO1cor (mg/L)","Latest: NoSlopeSamples","Latest: DO1slope ((mg/L)/min)","Latest: VO2-1 (mg/kg/h)","Latest: collapse(Time) (min)","Latest: collapse(VO2-1) (mg/kg/h)","Latest: NoRestSamples","Latest: DO2cor (mg/L)","Latest: DO2slope ((mg/L)/min)","Latest: VO2-2 (mg/kg/h)","Latest: collapse(VO2-2) (mg/kg/h)","Latest: DO3cor (mg/L)","Latest: DO4cor (mg/L)","Latest: DO3slope ((mg/L)/min)","Latest: DO4slope ((mg/L)min)","Latest: VO2-3 (mg/kg/h)","Latest: VO2-4 (mg/kg/h)","Latest: collapse(VO2-3) (mg/kg/h)","Latest: collapse(VO2-4) (mg/kg/h)"
0,8.38975260411,21.0022260847,23.9023290712,101.84053125,8.46638486442,8.54776425591,8.57997693171,2.00660705566,2.01515197754,0.728302001953,2.04948425293,0,0,0,,,,,,10,135.989242009,,,,,494.774703177,,,,,,,24.271613368,24.271613368
0.0166666666667,8.39382157368,20.8399142332,23.9110384131,101.84053125,8.47214923799,8.54132172075,8.5809941741,2.00668334961,2.01484680176,0.728225708008,2.04956054688,0.0166666666667,0.00166666666667,0,,7.43778098926,224,,,20,240.465972631,0,7.51610865357,,,468.198061762,7.58528113633,7.62495358968,,,,,9.51125960788,37.9777707394
0.0333333333333,8.39483881608,20.7657145297,23.9299081975,101.8456875,8.47893085394,8.54199988235,8.58370682048,2.00675964355,2.01499938965,0.728225708008,2.04956054688,0.0333333333333,0.00333333333333,0,,7.44252558698,225,,,30,154.800951613,0,7.52661762484,,,419.056111652,7.58968665325,7.63139359138,,,,,6.33024353334,11.1641793865
0.05,8.3904307657,20.7684970186,23.934262675,101.84053125,8.47926993474,8.54267804394,8.58302865889,2.00675964355,2.01499938965,0.728378295898,2.04956054688,0.05,0.005,0,,7.43806450991,224,,,40,276.046057223,0,7.52690367895,,,322.236999837,7.59031178815,7.6306624031,,,,,44.0679171367,26.34348567
0.0666666666667,8.39009168491,20.7740619964,23.9400685938,101.84740625,8.47893085394,8.54267804394,8.58947119405,2.00675964355,2.01499938965,0.728378295898,2.04956054688,0.0666666666667,0.00666666666667,0,,7.43756966574,224,,,50,165.529754965,0,7.52640883477,,,319.141494322,7.59015602477,7.63694917488,,,,,8.49193579482,7.95483180762
0.0833333333333,8.3904307657,20.8222918037,23.9458744544,101.84396875,8.47926993474,8.54810333671,8.58879303245,2.00660705566,2.0149230957,0.728378295898,2.04956054688,0.0833333333333,0.00833333333333,0,,7.43579695045,225,,,60,124.882848001,0,7.52463611949,,,395.046151868,7.59346952146,7.6341592172,,,,,11.5539074305,4.57155562855
0.1,8.38500547294,20.775916989,23.9444229947,101.84053125,8.47960901554,8.55251138708,8.58879303245,2.00660705566,2.0149230957,0.728302001953,2.04963684082,0.1,0.01,0,,7.43247294715,224,,,,,0,7.52707648975,,,,7.59997886129,7.63626050666,,,,,,
0.116666666667,8.37856293778,20.5959827079,23.9458744544,101.84740625,8.47926993474,8.55759759905,8.58947119405,2.00668334961,2.01484680176,0.728530883789,2.04963684082,0.116666666667,0.0116666666667,0,,7.43430465264,224,,,,,0,7.5350116496,,,,7.61333931391,7.64521290891,,,,,,
0.133333333333,8.37856293778,20.6636899374,23.934262675,101.84225,8.47926993474,8.55691943745,8.58879303245,2.00660705566,2.01484680176,0.728454589844,2.04956054688,0.133333333333,0.0133333333333,0,,7.43100274607,225,,,,,0,7.53170974303,,,,7.60935924574,7.64123284074,,,,,,
0.15,8.3744939682,20.7768444853,23.9458744544,101.84225,8.47893085394,8.55658035665,8.58879303245,2.00675964355,2.01499938965,0.728607177734,2.04963684082,0.15,0.015,0,,7.42194376351,224,,,,,0,7.52638064925,,,,7.60403015196,7.63624282776,,,,,,
0.166666666667,8.37110316023,20.7870469445,23.9545831362,101.84225,8.47926993474,8.55725851825,8.58336773968,2.00660705566,2.01499938965,0.728454589844,2.04956054688,0.166666666667,0.0166666666667,0,,7.41823429171,224,,,,,0,7.52640106622,,,,7.60438964973,7.63049887116,,,,,,
0.183333333333,8.36974683703,20.7889019371,23.9545831362,101.84740625,8.47960901554,8.55251138708,8.58336773968,2.00675964355,2.01499938965,0.728454589844,2.04963684082,0.183333333333,0.0183333333333,0,,7.41679293649,225,,,,,0,7.526655115,,,,7.59955748654,7.63041383914,,,,,,
0.2,8.37042499863,20.8260017888,23.9661945098,101.8456875,8.47960901554,8.55217230628,8.58845395165,2.00660705566,2.01484680176,0.728530883789,2.04963684082,0.2,0.02,0,,7.41596945863,224,,,,,0,7.52515347554,,,,7.59771676628,7.63399841165,,,,,,
0.216666666667,8.36839051384,20.8510441888,23.9618402717,101.8456875,8.47859177315,8.55217230628,8.5969309716,2.00645446777,2.01499938965,0.728530883789,2.04963684082,0.216666666667,0.0216666666667,0,,7.41271258607,224,,,,,0,7.52291384538,,,,7.59649437851,7.64125304383,,,,,,
0.233333333333,8.36466062507,21.0254134921,23.974902889,101.84396875,8.47282739958,8.55217230628,8.5969309716,2.00668334961,2.01507568359,0.728454589844,2.04971313477,0.233333333333,0.0233333333333,0,,7.40121661265,225,,,,,0,7.50938338716,,,,7.58872829386,7.63348695918,,,,,,
0.25,8.36432154427,21.0588033586,23.9778056534,101.84740625,8.47316648038,8.55217230628,8.59625281,2.00668334961,2.01499938965,0.728454589844,2.04956054688,0.25,0.025,0,,7.39939775959,224,,,,,0,7.5082426957,,,,7.5872485216,7.63132902532,,,,,,
0.266666666667,8.36466062507,20.9781111811,23.9792570303,101.84225,8.47282739958,8.55759759905,8.5972700524,2.00668334961,2.0149230957,0.728454589844,2.04956054688,0.266666666667,0.0266666666667,0,,7.40345921468,224,,,,,0,7.51162598919,,,,7.59639618866,7.63606864201,,,,,,
0.283333333333,8.36466062507,20.8890715368,23.9879652167,101.84740625,8.47384464198,8.55725851825,8.5972700524,2.00675964355,2.0149230957,0.728454589844,2.04948425293,0.283333333333,0.0283333333333,0,,7.4076883863,225,,,,,0,7.51687240321,,,,7.60028627948,7.64029781363,,,,,,
0.3,8.36499970586,20.8556816702,23.9966732754,101.84053125,8.47316648038,8.55285046788,8.5969309716,2.00668334961,2.0149230957,0.728530883789,2.04956054688,0.3,0.03,0,,7.40970623196,224,,,,,0,7.51787300648,,,,7.59755699398,7.6416374977,,,,,,
0.316666666667,8.36940775624,20.8436242184,23.9952219411,101.84396875,8.47316648038,8.55251138708,8.5969309716,2.00660705566,2.0149230957,0.728530883789,2.04948425293,0.316666666667,0.0316666666667,0,,7.41464174365,224,,,,,0,7.51840046779,,,,7.59774537449,7.64216495901,,,,,,
0.333333333333,8.36906867544,20.8306392703,24.005381207,101.84053125,8.47316648038,8.55251138708,8.5965918908,2.00668334961,2.01499938965,0.728530883789,2.04956054688,0.333333333333,0.0333333333333,0,,7.41507109584,225,,,,,0,7.51916890078,,,,7.59851380748,7.6425943112,,,,,,
0.35,8.36940775624,20.8343492555,24.0242479589,101.8456875,8.47960901554,8.55658035665,8.5965918908,2.00668334961,2.01507568359,0.728530883789,2.04963684082,0.35,0.035,0,,7.41556245217,224,,,,,0,7.52576371147,,,,7.60273505258,7.64274658673,,,,,,
