"Latest: Time (min)","Latest: Dissolved Oxygen (mg/L)","Latest: Salinity (ppt)","Latest: Temperature (°C)","Latest: Pressure (kPa)","Latest: Dissolved Oxygen 2 (mg/L)","Latest: Dissolved Oxygen 3 (mg/L)","Latest: Dissolved Oxygen 4 (mg/L)","Latest: FlowV3 (V)","Latest: FlowV4 (V)","Latest: FlowV1 (V)","Latest: FlowV2 (V)","Latest: Time-run (min)","Latest: Sawtooth","Latest: PWM(Circ=1 Flush=0)","Latest: Flag","Latest: DO1cor (mg/L)","Latest: NoSlopeSamples","Latest: DO1slope ((mg/L)/min)","Latest: VO2-1 (mg/kg/h)","Latest: collapse(Time) (min)","Latest: collapse(VO2-1) (mg/kg/h)","Latest: NoRestSamples","Latest: DO2cor (mg/L)","Latest: DO2slope ((mg/L)/min)","Latest: VO2-2 (mg/kg/h)","Latest: collapse(VO2-2) (mg/kg/h)","Latest: DO3cor (mg/L)","Latest: DO4cor (mg/L)","Latest: DO3slope ((mg/L)/min)","Latest: DO4slope ((mg/L)min)","Latest: VO2-3 (mg/kg/h)","Latest: VO2-4 (mg/kg/h)","Latest: collapse(VO2-3) (mg/kg/h)","Latest: collapse(VO2-4) (mg/kg/h)"
0,8.57524133468,19.0581938524,23.7382774398,102.1619375,8.7312185017,7.93743035391,8.64407473665,2.0076751709,1.92359924316,0.839080810547,1.99699401855,0,0,0,,,,,,10,187.955895083,,,,,170.768567603,,,,,,,9.16126696822,84.8319302057
0.0166666666667,8.57422409229,19.0841637487,23.7687686937,102.16021875,8.73562655207,7.93743035391,8.64305749425,2.00759887695,1.92337036133,0.839080810547,1.9970703125,0.0166666666667,0.00166666666667,0,,7.69647514556,224,,,20,135.665023226,0,7.85787760534,,,272.089435104,7.05968140718,7.76530854752,,,,,1.83359664158,35.1340436262
0.0333333333333,8.57456317309,19.0934387116,23.748441388,102.16365625,8.74037368324,7.93776943471,8.64271841346,2.00759887695,1.92329406738,0.839157104492,1.99684143066,0.0333333333333,0.00333333333333,0,,7.69606347575,225,,,30,144.27957218,0,7.8618739859,,,302.725247406,7.05926973737,7.76421871612,,,,,119.572788927,76.6044702046
0.05,8.57354593069,19.1240460893,23.7644129085,102.165375,8.74071276404,7.93776943471,8.64339657505,2.00759887695,1.92344665527,0.839309692383,1.99714660645,0.05,0.005,0,,7.69389311963,224,,,40,132.385220171,0,7.86105995298,,,256.993344409,7.05811662365,7.76374376399,,,,,0.794744130382,87.268485531
0.0666666666667,8.57863214266,19.1518709781,23.7774801566,102.1619375,8.7468162184,7.93709127311,8.64204025186,2.00759887695,1.92337036133,0.839309692383,1.99691772461,0.0666666666667,0.00666666666667,0,,7.69790829791,224,,,50,192.248649802,0,7.86609237365,,,24.1351028853,7.05636742836,7.76131640711,,,,,8.55908735152,127.259067778
0.0833333333333,8.57829306186,19.2381281335,23.7397294445,102.16021875,8.7468162184,7.93776943471,8.64237933266,2.0076751709,1.92352294922,0.839233398438,1.99699401855,0.0833333333333,0.00833333333333,0,,7.69299599183,225,,,60,113.838814713,0,7.86151914837,,,260.468202284,7.05247236468,7.75708226263,,,,,91.8720111021,33.8647808329
0.1,8.58473559702,19.4514522811,23.7513453369,102.16021875,8.75224151116,7.93709127311,8.64339657505,2.00759887695,1.92352294922,0.839004516602,1.99714660645,0.1,0.01,0,,7.68981070499,224,,,,,0,7.85731661913,,,,7.04216638108,7.74847168302,,,,,,
0.116666666667,8.58541375862,19.217723215,23.7702206141,102.16365625,8.75156334957,7.93743035391,8.64305749425,2.00759887695,1.92352294922,0.839157104492,1.9970703125,0.116666666667,0.0116666666667,0,,7.70154522041,224,,,,,0,7.86769481136,,,,7.0535618157,7.75918895604,,,,,,
0.133333333333,8.58439651622,19.2279256742,23.7978063493,102.16365625,8.75190243037,7.93743035391,8.6366149591,2.00759887695,1.92337036133,0.838928222656,1.9970703125,0.133333333333,0.0133333333333,0,,7.70050092991,225,,,,,0,7.86800684406,,,,7.0535347676,7.75271937279,,,,,,
0.15,8.58982180899,19.2529680742,23.7716725306,102.1619375,8.7468162184,7.93743035391,8.6366149591,2.00759887695,1.92352294922,0.838928222656,1.99699401855,0.15,0.015,0,,7.70435560258,224,,,,,0,7.86135001199,,,,7.0519641475,7.75114875269,,,,,,
0.166666666667,8.58473559702,19.476494681,23.7644129085,102.16365625,8.7471552992,7.93776943471,8.63797128229,2.00759887695,1.92329406738,0.838470458984,1.99699401855,0.166666666667,0.0166666666667,0,,7.6888711332,224,,,,,0,7.85129083538,,,,7.04190497089,7.74210681847,,,,,,
0.183333333333,8.58473559702,19.2919229185,23.796354504,102.1619375,8.74071276404,7.93743035391,8.63729312069,2.00759887695,1.92344665527,0.838088989258,1.99691772461,0.183333333333,0.0183333333333,0,,7.69787477032,225,,,,,0,7.85385193734,,,,7.05056952721,7.75043229399,,,,,,
0.2,8.58948272819,19.5757367845,23.7615090317,102.1619375,8.7468162184,7.93776943471,8.64339657505,2.00759887695,1.92337036133,0.838241577148,1.99699401855,0.2,0.02,0,,7.68900594121,224,,,,,0,7.84633943142,,,,7.03729264773,7.74291978807,,,,,,
0.216666666667,8.58982180899,19.4477422959,23.7426334418,102.1585,8.7471552992,7.93743035391,8.64983911021,2.00759887695,1.92337036133,0.839080810547,1.99676513672,0.216666666667,0.0216666666667,0,,7.69492597832,224,,,,,0,7.85225946853,,,,7.04253452324,7.75494327954,,,,,,
0.233333333333,8.58982180899,19.3531376739,23.7731244431,102.1619375,8.7468162184,7.93776943471,8.64983911021,2.00759887695,1.92337036133,0.839385986328,1.99691772461,0.233333333333,0.0233333333333,0,,7.69977213218,225,,,,,0,7.85676654159,,,,7.0477197579,7.7597894334,,,,,,
0.25,8.59389077856,19.375397585,23.7629609721,102.16021875,8.7464771376,7.93776943471,8.65560348378,2.00752258301,1.92344665527,0.838623046875,1.99691772461,0.25,0.025,0,,7.70265301198,224,,,,,0,7.85523937102,,,,7.04653166813,7.7643657172,,,,,,
0.266666666667,8.59456894016,19.4301198663,23.7455374229,102.1688125,8.7464771376,7.93776943471,8.65526440298,2.00759887695,1.92337036133,0.838241577148,1.99676513672,0.266666666667,0.0266666666667,0,,7.7005311897,224,,,,,0,7.85243938714,,,,7.04373168425,7.76122665252,,,,,,
0.283333333333,8.59490802096,19.444959807,23.7600570873,102.165375,8.74139092563,7.93709127311,8.65526440298,2.00759887695,1.92337036133,0.838317871094,1.99722290039,0.283333333333,0.0283333333333,0,,7.70042335063,225,,,,,0,7.8469062553,,,,7.04260660278,7.76077973265,,,,,,
0.3,8.59456894016,19.7204262064,23.7469894075,102.16021875,8.74037368324,7.93776943471,8.65933337255,2.00759887695,1.92337036133,0.838088989258,1.99691772461,0.3,0.03,0,,7.68719726634,224,,,,,0,7.83300200942,,,,7.03039776089,7.75196169873,,,,,,
0.316666666667,8.59524710176,19.5275069772,23.7731244431,102.16365625,8.73596563287,7.93743035391,8.66001153415,2.00759887695,1.92337036133,0.838317871094,1.99699401855,0.316666666667,0.0316666666667,0,,7.69717819083,224,,,,,0,7.83789672194,,,,7.03936144298,7.76194262322,,,,,,
0.333333333333,8.58948272819,19.5655343253,23.7687686937,102.1619375,8.7308794209,7.93709127311,8.65933337255,2.00759887695,1.92344665527,0.838165283203,1.99699401855,0.333333333333,0.0333333333333,0,,7.68959382698,225,,,,,0,7.83099051969,,,,7.0372023719,7.75944447134,,,,,,
0.35,8.58982180899,19.7343386508,23.7832877192,102.1585,8.71833343138,7.93776943471,8.66475866532,2.00759887695,1.92337036133,0.838165283203,1.99699401855,0.35,0.035,0,,7.68240799611,224,,,,,0,7.8109196185,,,,7.03035562183,7.75734485244,,,,,,
0.366666666667,8.59389077856,19.6378790362,23.7440854344,102.165375,8.71392538101,7.93743035391,8.66441958452,2.00759887695,1.92344665527,0.838241577148,1.99699401855,0.366666666667,0.0366666666667,0,,7.69026956984,224,,,,,0,7.81030417229,,,,7.03380914519,7.7607983758,,,,,,
0.383333333333,8.58982180899,19.6044891696,23.7455374229,102.165375,8.70917824984,7.93776943471,8.67154028127,2.00759887695,1.92337036133,0.838241577148,1.99699401855,0.383333333333,0.0383333333333,0,,7.68776080696,225,,,,,0,7.80711724781,,,,7.03570843268,7.76947927924,,,,,,
0.4,8.58982180899,19.823378295,23.7716725306,102.16365625,8.70375295707,7.93743035391,8.67221844287,2.00752258301,1.92352294922,0.838241577148,1.99691772461,0.4,0.04,0,,7.67812177866,224,,,,,0,7.79205292674,,,,7.02573032358,7.76051841254,,,,,,
0.416666666667,8.59422985936,19.6684864139,23.7469894075,102.16365625,8.70409203787,7.93709127311,8.67120120048,2.00759887695,1.92359924316,0.837936401367,1.99714660645,0.416666666667,0.0416666666667,0,,7.68924802722,224,,,,,0,7.79911020573,,,,7.03210944097,7.76621936834,,,,,,
0.433333333333,8.59490802096,20.0478323982,23.748441388,102.165375,8.70341387627,7.93709127311,8.67187936207,2.00759887695,1.92344665527,0.838088989258,1.99699401855,0.433333333333,0.0433333333333,0,,7.67249614114,225,,,,,0,7.78100199645,,,,7.01467939329,7.74946748225,,,,,,
0.45,8.59456894016,19.8187408135,23.7542492698,102.165375,8.70409203787,7.93776943471,8.67594833165,2.00759887695,1.92337036133,0.838088989258,1.9970703125,0.45,0.045,0,,7.68279387956,224,,,,,0,7.79231697727,,,,7.02599437411,7.76417327105,,,,,,
0.466666666667,8.59355169777,19.7102237471,23.7673167693,102.1619375,8.70477019946,7.93776943471,8.67221844287,2.00759887695,1.92352294922,0.837936401367,1.9970703125,0.466666666667,0.0466666666667,0,,7.68698412713,224,,,,,0,7.79820262882,,,,7.03120186407,7.76565087223,,,,,,
