Latest: Time (min),Latest: Dissolved Oxygen (mg/L),Latest: Salinity (ppt),Latest: Temperature (°C),Latest: Pressure (kPa),Latest: Dissolved Oxygen 2 (mg/L),Latest: Dissolved Oxygen 3 (mg/L),Latest: Dissolved Oxygen 4 (mg/L),Latest: FlowV1 (V),Latest: FlowV2 (V),Latest: FlowV3 (V),Latest: FlowV4 (V),Latest: Time-run (min),Latest: Sawtooth,Latest: PWM(Circ=1 Flush=0),Latest: Flag,Latest: DO1cor (mg/L),Latest: NoSlopeSamples,Latest: DO1slope ((mg/L)/min),Latest: VO2-1 (mg/kg/h),Latest: collapse(Time) (min),Latest: collapse(VO2-1) (mg/kg/h),Latest: NoRestSamples,Latest: DO2cor (mg/L),Latest: DO2slope ((mg/L)/min),Latest: VO2-2 (mg/kg/h),Latest: collapse(VO2-2) (mg/kg/h),Latest: DO3cor (mg/L),Latest: DO4cor (mg/L),Latest: DO3slope ((mg/L)/min),Latest: DO4slope ((mg/L)min),Latest: VO2-3 (mg/kg/h),Latest: VO2-4 (mg/kg/h),Latest: collapse(VO2-3) (mg/kg/h),Latest: collapse(VO2-4) (mg/kg/h)
0,7.841885129,14.14339099,29.29192392,102.0536563,7.797465545,7.830017303,7.770339081,2.117156982,2.09526062,0.866088867,2.088012695,0,0,0,,,,,,10,68.44233165,,,,,394.4644498,,,,,,,155.9902869,22.78849388
0.016666667,7.841546048,14.08588622,29.28609535,102.03475,7.798143706,7.830017303,7.770339081,2.117233276,2.095108032,0.866317749,2.088012695,0.016666667,0.001666667,0,,7.246852416,224,,,20,73.82808406,0,7.203450074,,,437.9845851,7.235323671,7.175645448,,,,,174.8036394,7.274617882
0.033333333,7.841546048,14.13597102,29.28609535,102.0519375,7.798821868,7.830695465,7.770678162,2.117156982,2.095184326,0.866317749,2.088165283,0.033333333,0.003333333,0,,7.24473788,225,,,30,67.63739029,0,7.2020137,,,451.1296347,7.233887297,7.173869993,,,,,198.6907696,23.59486437
0.05,7.840528806,14.12669606,29.28463822,102.0536563,7.799160949,7.830695465,7.770339081,2.117233276,2.095184326,0.866317749,2.088012695,0.05,0.005,0,,7.244100857,224,,,40,64.90812035,0,7.202733,,,451.6229887,7.234267516,7.173911132,,,,,169.6434036,22.63982983
0.066666667,7.840867887,14.14988346,29.28463822,102.0570938,7.79983911,7.829678223,7.770339081,2.11730957,2.095184326,0.866394043,2.087936401,0.066666667,0.006666667,0,,7.243460967,224,,,50,82.89261354,0,7.202432191,,,407.3034198,7.232271303,7.172932161,,,,,169.3663613,17.36592821
0.083333333,7.841206968,14.14802847,29.28755248,102.055375,7.79983911,7.830017303,7.770678162,2.117233276,2.095184326,0.866470337,2.088088989,0.083333333,0.008333333,0,,7.243901122,225,,,60,84.19813514,0,7.202533265,,,457.4854039,7.232711458,7.173372316,,,,,178.7284431,74.24754268
0.1,7.840528806,14.11371111,29.28172399,102.0536563,7.797465545,7.830356384,7.770339081,2.117080688,2.095108032,0.866546631,2.087783813,0.1,0.01,0,,7.244626375,224,,,,,0,7.201563113,,,,7.234453953,7.17443665,,,,,,
0.116666667,7.839850644,14.14895597,29.2831811,102.0502188,7.798143706,7.830356384,7.771017242,2.117233276,2.095184326,0.866546631,2.088088989,0.116666667,0.011666667,0,,7.242471503,224,,,,,0,7.200764565,,,,7.232977243,7.173638101,,,,,,
0.133333333,7.836798917,14.14802847,29.2831811,102.0519375,7.797804625,7.834425354,7.770678162,2.117080688,2.095184326,0.866622925,2.088088989,0.133333333,0.013333333,0,,7.239458935,225,,,,,0,7.200464644,,,,7.237085372,7.17333818,,,,,,
0.15,7.837137998,14.14988346,29.28463822,102.0536563,7.800517272,7.834086273,7.771017242,2.117233276,2.095184326,0.866546631,2.088012695,0.15,0.015,0,,7.239731079,224,,,,,0,7.203110352,,,,7.236679354,7.173610323,,,,,,
0.166666667,7.841206968,14.15730343,29.27735269,102.0536563,7.799500029,7.834425354,7.771695404,2.117156982,2.095184326,0.866851807,2.088165283,0.166666667,0.016666667,0,,7.243429829,224,,,,,0,7.201722891,,,,7.236648216,7.173918266,,,,,,
0.183333333,7.841546048,14.15915843,29.28463822,102.0519375,7.799500029,7.834086273,7.771695404,2.11730957,2.095184326,0.866851807,2.088088989,0.183333333,0.018333333,0,,7.243747541,225,,,,,0,7.201701522,,,,7.236287766,7.173896896,,,,,,
0.2,7.841885129,14.14895597,29.2831811,102.055375,7.798482787,7.833747192,7.771356323,2.117004395,2.09526062,0.867080688,2.087936401,0.2,0.02,0,,7.244505988,224,,,,,0,7.201103646,,,,7.236368051,7.173977182,,,,,,
0.216666667,7.84663226,14.14617348,29.28026688,102.0588125,7.798821868,7.834764435,7.771695404,2.116928101,2.095184326,0.867233276,2.087936401,0.216666667,0.021666667,0,,7.249347837,224,,,,,0,7.201537445,,,,7.237480012,7.174410981,,,,,,
0.233333333,7.847649503,14.11742109,29.27880978,102.0605313,7.813402342,7.834425354,7.772373566,2.117233276,2.095184326,0.867004395,2.088088989,0.233333333,0.023333333,0,,7.251567714,225,,,,,0,7.217320553,,,,7.238343565,7.176291777,,,,,,
0.25,7.846971341,14.14710098,29.2831811,102.0570938,7.813063261,7.833408112,7.772373566,2.117156982,2.09526062,0.86730957,2.087936401,0.25,0.025,0,,7.249670519,224,,,,,0,7.215762439,,,,7.236107289,7.175072744,,,,,,
0.266666667,7.847988584,14.15452095,29.28172399,102.0605313,7.817810393,7.839172485,7.772373566,2.117233276,2.09526062,0.867538452,2.088088989,0.266666667,0.026666667,0,,7.250363099,224,,,,,0,7.220184908,,,,7.241547,7.174748081,,,,,,
0.283333333,7.84663226,14.15544844,29.28026688,102.055375,7.818149473,7.838494324,7.773051727,2.117156982,2.095184326,0.867614746,2.087936401,0.283333333,0.028333333,0,,7.248956227,225,,,,,0,7.22047344,,,,7.24081829,7.175375694,,,,,,
0.3,7.846971341,14.16008592,29.2831811,102.0588125,7.814080504,7.838833405,7.773729889,2.11730957,2.095108032,0.867538452,2.088012695,0.3,0.03,0,,7.249122285,224,,,,,0,7.216231448,,,,7.240984349,7.175880833,,,,,,
0.316666667,7.847649503,14.15915843,29.27443852,102.055375,7.814758665,7.838155243,7.774408051,2.117385864,2.094955444,0.86769104,2.087936401,0.316666667,0.031666667,0,,7.249771248,224,,,,,0,7.216880411,,,,7.240276989,7.176529796,,,,,,
0.333333333,7.847649503,14.14895597,29.28172399,102.055375,7.813741423,7.838155243,7.774408051,2.117156982,2.095184326,0.867843628,2.088088989,0.333333333,0.033333333,0,,7.25025898,225,,,,,0,7.2163509,,,,7.24076472,7.177017527,,,,,,
0.35,7.847649503,14.15266595,29.28609535,102.0674063,7.818827635,7.838494324,7.774747131,2.117233276,2.09526062,0.867919922,2.088088989,0.35,0.035,0,,7.250136489,224,,,,,0,7.221314621,,,,7.24098131,7.177234118,,,,,,
0.366666667,7.854092038,14.14988346,29.2831811,102.0639688,7.814080504,7.838494324,7.775086212,2.117156982,2.09526062,0.867919922,2.088012695,0.366666667,0.036666667,0,,7.256673737,224,,,,,0,7.216662203,,,,7.241076023,7.177667911,,,,,,
0.383333333,7.853413876,14.16472341,29.28463822,102.0674063,7.818488554,7.839172485,7.775425293,2.117156982,2.095184326,0.868148804,2.088012695,0.383333333,0.038333333,0,,7.255380416,225,,,,,0,7.220455094,,,,7.241139025,7.177391832,,,,,,
0.4,7.853413876,14.15730343,29.28463822,102.0656875,7.818149473,7.838494324,7.775764374,2.117080688,2.095031738,0.868377686,2.088012695,0.4,0.04,0,,7.255693686,224,,,,,0,7.220429283,,,,7.240774134,7.178044184,,,,,,
0.416666667,7.854092038,14.16286841,29.28172399,102.0639688,7.818149473,7.838833405,7.776103455,2.117233276,2.09526062,0.868377686,2.088088989,0.416666667,0.041666667,0,,7.25611411,224,,,,,0,7.220171546,,,,7.240855477,7.178125527,,,,,,
0.433333333,7.853752957,14.16472341,29.28900962,102.069125,7.818149473,7.838494324,7.776442535,2.117233276,2.095108032,0.868530273,2.088088989,0.433333333,0.043333333,0,,7.255753669,225,,,,,0,7.220150185,,,,7.240495036,7.178443248,,,,,,
