"Latest: Time (min)","Latest: Dissolved Oxygen (mg/L)","Latest: Salinity (ppt)","Latest: Temperature (°C)","Latest: Pressure (kPa)","Latest: Dissolved Oxygen 2 (mg/L)","Latest: Dissolved Oxygen 3 (mg/L)","Latest: Dissolved Oxygen 4 (mg/L)","Latest: FlowV3 (V)","Latest: FlowV4 (V)","Latest: FlowV1 (V)","Latest: FlowV2 (V)","Latest: Time-run (min)","Latest: Sawtooth","Latest: PWM(Circ=1 Flush=0)","Latest: Flag","Latest: DO1cor (mg/L)","Latest: NoSlopeSamples","Latest: DO1slope ((mg/L)/min)","Latest: VO2-1 (mg/kg/h)","Latest: collapse(Time) (min)","Latest: collapse(VO2-1) (mg/kg/h)","Latest: NoRestSamples","Latest: DO2cor (mg/L)","Latest: DO2slope ((mg/L)/min)","Latest: VO2-2 (mg/kg/h)","Latest: collapse(VO2-2) (mg/kg/h)","Latest: DO3cor (mg/L)","Latest: DO4cor (mg/L)","Latest: DO3slope ((mg/L)/min)","Latest: DO4slope ((mg/L)min)","Latest: VO2-3 (mg/kg/h)","Latest: VO2-4 (mg/kg/h)","Latest: collapse(VO2-3) (mg/kg/h)","Latest: collapse(VO2-4) (mg/kg/h)"
0,10.8088530563,8.36416158231,26.2988373911,102.73428125,12.3631994337,8.44444265281,13.033562171,2.06809997559,2.01995849609,0.848007202148,2.07633972168,0,0,0,,,,,,10,276.579226802,,,,,49.979995356,,,,,,,3.25194878643,123.504591401
0.0166666666667,10.8091921371,8.78895488498,26.3104318584,102.74803125,12.3825270391,8.46004036952,13.0440736758,2.06809997559,2.01995849609,0.848083496094,2.07649230957,0.0166666666667,0.00166666666667,0,,10.4219501978,224,,,20,339.594517332,0,11.9952850998,,,43.6502222858,8.07279843021,12.6568317365,,,,,127.975547785,156.979162951
0.0333333333333,10.8088530563,8.82512724044,26.3075332358,102.71365625,12.3808316351,8.43528747127,13.0440736758,2.06787109375,2.01988220215,0.84831237793,2.07649230957,0.0333333333333,0.00333333333333,0,,10.419999689,225,,,30,304.000588713,0,11.9919782678,,,264.791997806,8.04643410399,12.6552203085,,,,,42.4314809241,121.385234174
0.05,10.8102093795,8.8158522775,26.3089825466,102.71021875,12.399481079,8.43528747127,13.0440736758,2.06809997559,2.01988220215,0.848388671875,2.07672119141,0.05,0.005,0,,10.4217735133,224,,,40,400.605074403,0,12.0110452128,,,468.81728046,8.04685160503,12.6556378096,,,,,39.1340933614,363.007795615
0.0666666666667,10.8102093795,8.80843230715,26.3089825466,102.71365625,12.4923892176,8.43460930968,13.0433955142,2.06802368164,2.01988220215,0.848770141602,2.07664489746,0.0666666666667,0.00666666666667,0,,10.4221004451,224,,,50,136.772410869,0,12.1042802832,,,113.676939578,8.04650037526,12.6552865798,,,,,119.963293286,189.408601456
0.0833333333333,10.8102093795,8.83811218856,26.3118811711,102.71709375,12.4879811673,8.43766103686,13.0481426453,2.06802368164,2.02003479004,0.848617553711,2.07626342773,0.0833333333333,0.00833333333333,0,,10.4208104135,225,,,60,387.569938415,0,12.0985822013,,,232.883991051,8.04826207083,12.6587436793,,,,,12.1342537536,353.195283392
0.1,10.8095312179,8.8483146478,26.317678432,102.7119375,12.4811995513,8.43393114808,13.0481426453,2.06802368164,2.0198059082,0.848922729492,2.07656860352,0.1,0.01,0,,10.4197181617,224,,,,,0,12.0913864951,,,,8.04411809188,12.6583295891,,,,,,
0.116666666667,10.8098702987,8.6767278334,26.3089825466,102.72740625,12.4791650665,8.44444265281,13.0542460997,2.0677947998,2.01988220215,0.848922729492,2.07618713379,0.116666666667,0.0116666666667,0,,10.427564404,224,,,,,0,12.0968591718,,,,8.06213675815,12.671940205,,,,,,
0.133333333333,10.8037668443,8.60067313729,26.3075332358,102.72225,12.4703489658,8.44308632962,13.0552633421,2.06809997559,2.01988220215,0.848922729492,2.07641601563,0.133333333333,0.0133333333333,0,,10.4248033892,225,,,,,0,12.0913855107,,,,8.06412287456,12.676299887,,,,,,
0.15,10.7966461476,8.59139817435,26.3089825466,102.72740625,12.4611937842,8.44342541042,13.0488208069,2.06787109375,2.01995849609,0.849075317383,2.07649230957,0.15,0.015,0,,10.4180999688,224,,,,,0,12.0826476054,,,,8.06487923167,12.6702746281,,,,,,
0.166666666667,10.7935944204,8.57099325588,26.3075332358,102.7325625,12.4611937842,8.44342541042,13.0491598877,2.0679473877,2.01988220215,0.849075317383,2.07633972168,0.166666666667,0.0166666666667,0,,10.4159387223,224,,,,,0,12.0835380861,,,,8.06576971235,12.6715041896,,,,,,
0.183333333333,10.790881774,8.56635577441,26.3031853091,102.74115625,12.4574638955,8.44885070319,13.043734595,2.06802368164,2.01995849609,0.848999023438,2.07633972168,0.183333333333,0.0183333333333,0,,10.4134046759,225,,,,,0,12.0799867974,,,,8.07137360505,12.6662574969,,,,,,
0.2,10.7820656732,8.58119571512,26.3002866962,102.74803125,12.4550903299,8.4464771376,13.043734595,2.06802368164,2.01995849609,0.849227905273,2.07656860352,0.2,0.02,0,,10.4039174595,224,,,,,0,12.0769421162,,,,8.06832892393,12.6655863813,,,,,,
0.216666666667,10.7756231381,8.5830507077,26.3002866962,102.73771875,12.4594983802,8.44240816803,13.0396656254,2.06809997559,2.01995849609,0.849227905273,2.07649230957,0.216666666667,0.0216666666667,0,,10.3973931803,224,,,,,0,12.0812684224,,,,8.06417821026,12.6614356676,,,,,,
0.233333333333,10.7756231381,8.60994810023,26.3002866962,102.73771875,12.4540730875,8.44274724882,13.0400047062,2.06809997559,2.0198059082,0.849227905273,2.07641601563,0.233333333333,0.0233333333333,0,,10.3962078909,225,,,,,0,12.0746578403,,,,8.06333200158,12.660589459,,,,,,
0.25,10.7722323301,8.5218359523,26.2959387839,102.74975,12.4540730875,8.44308632962,13.040343787,2.06817626953,2.02003479004,0.849304199219,2.07656860352,0.25,0.025,0,,10.3966743104,224,,,,,0,12.0785150678,,,,8.06752830997,12.6647857673,,,,,,
0.266666666667,10.7657897949,8.52832842636,26.2944894817,102.7600625,12.4540730875,8.44105184484,13.0440736758,2.06809997559,2.01995849609,0.849533081055,2.07649230957,0.266666666667,0.0266666666667,0,,10.3899371039,224,,,,,0,12.0782203965,,,,8.06519915388,12.6682209848,,,,,,
0.283333333333,10.7600254214,8.54687835224,26.2944894817,102.75146875,12.4544121683,8.44206908723,13.0433955142,2.06817626953,2.01988220215,0.849533081055,2.07649230957,0.283333333333,0.0283333333333,0,,10.3833552151,225,,,,,0,12.077741962,,,,8.0653988809,12.6667253079,,,,,,
0.3,10.7603645022,8.51348848565,26.297388087,102.7394375,12.4530558451,8.44071276404,13.0488208069,2.06802368164,2.01988220215,0.849838256836,2.07656860352,0.3,0.03,0,,10.3851828877,224,,,,,0,12.0778742306,,,,8.06553114957,12.6736391924,,,,,,
0.316666666667,10.7535828862,8.47638863389,26.2944894817,102.74803125,12.4449179059,8.44105184484,13.043734595,2.06817626953,2.01995849609,0.849990844727,2.07633972168,0.316666666667,0.0316666666667,0,,10.3800192383,224,,,,,0,12.071354258,,,,8.06748819691,12.6701709471,,,,,,
0.333333333333,10.7501920782,8.49864854495,26.2915908801,102.74115625,12.4439006635,8.43935644085,13.0484817261,2.06817626953,2.01988220215,0.849914550781,2.07656860352,0.333333333333,0.0333333333333,0,,10.3756303737,225,,,,,0,12.069338959,,,,8.06479473632,12.6739200216,,,,,,
0.35,10.7474794319,8.48751858942,26.2872429848,102.74459375,12.4442397443,8.44173000643,13.0552633421,2.06802368164,2.0198059082,0.850219726563,2.07641601563,0.35,0.035,0,,10.3733827282,224,,,,,0,12.0701430406,,,,8.06763330276,12.6811666384,,,,,,
0.366666666667,10.7481575935,8.45598371542,26.2814458041,102.74975,12.4496650371,8.44071276404,13.0542460997,2.06787109375,2.01995849609,0.850448608398,2.07641601563,0.366666666667,0.0366666666667,0,,10.3754168967,224,,,,,0,12.0769243403,,,,8.06797206726,12.6815054029,,,,,,
0.383333333333,10.7427323007,8.4903010783,26.2741993488,102.74803125,12.4530558451,8.43969552164,13.0545851805,2.06802368164,2.01995849609,0.85090637207,2.07641601563,0.383333333333,0.0383333333333,0,,10.3684362887,225,,,,,0,12.0787598331,,,,8.06539950966,12.6802891685,,,,,,
0.4,10.7366288463,8.44763624878,26.2741993488,102.74803125,12.4591592994,8.44003460244,13.0484817261,2.06809997559,2.01995849609,0.851211547852,2.07649230957,0.4,0.04,0,,10.3642137188,224,,,,,0,12.0867441719,,,,8.06761947494,12.6760665986,,,,,,
0.416666666667,10.7369679271,8.49586605607,26.2684022009,102.74803125,12.4144006341,8.44003460244,13.0484817261,2.06802368164,2.01995849609,0.851516723633,2.07641601563,0.416666666667,0.0416666666667,0,,10.3623924617,224,,,,,0,12.0398251687,,,,8.06545913708,12.6739062607,,,,,,
0.433333333333,10.7362897655,8.71011769999,26.2785472192,102.74115625,12.4245730581,8.43189666329,13.0488208069,2.06809997559,2.02003479004,0.851669311523,2.07649230957,0.433333333333,0.0433333333333,0,,10.3523293354,225,,,,,0,12.040612628,,,,8.04793623321,12.6648603768,,,,,,
0.45,10.7362897655,8.73608759622,26.2785472192,102.7325625,12.4327109972,8.42714953212,13.0467863221,2.06809997559,2.01988220215,0.851898193359,2.07649230957,0.45,0.045,0,,10.3511845274,224,,,,,0,12.0476057591,,,,8.04204429403,12.661681084,,,,,,
0.466666666667,10.7356116039,8.73794258881,26.2785472192,102.7463125,12.434745482,8.43189666329,13.0488208069,2.06809997559,2.01995849609,0.852127075195,2.07649230957,0.466666666667,0.0466666666667,0,,10.3504245938,224,,,,,0,12.0495584719,,,,8.0467096532,12.6636337968,,,,,,
0.483333333333,10.7366288463,8.75927500357,26.2785472192,102.74459375,12.4459351483,8.42918401691,13.0481426453,2.06817626953,2.01988220215,0.852127075195,2.07656860352,0.483333333333,0.0483333333333,0,,10.3505014582,225,,,,,0,12.0598077602,,,,8.04305662881,12.6620152572,,,,,,
0.5,10.7437495431,8.57377574476,26.2684022009,102.79271875,12.4652627538,8.44952886478,13.0478035645,2.0679473877,2.01988220215,0.852127075195,2.07641601563,0.5,0.05,0,,10.3657391062,224,,,,,0,12.0872523169,,,,8.0715184279,12.6697931276,,,,,,
0.516666666667,10.7427323007,8.58676069288,26.2727500605,102.7738125,12.4659409154,8.44105184484,13.0542460997,2.06817626953,2.01995849609,0.852127075195,2.07656860352,0.516666666667,0.0516666666667,0,,10.3641752342,224,,,,,0,12.0873838489,,,,8.06249477837,12.6756890332,,,,,,
0.533333333333,10.7464621895,8.51256098936,26.2684022009,102.7635,12.4737397738,8.43969552164,13.0539070189,2.06802368164,2.01995849609,0.85205078125,2.07649230957,0.533333333333,0.0533333333333,0,,10.3711506588,225,,,,,0,12.0984282431,,,,8.06438399095,12.6785954882,,,,,,
0.55,10.7427323007,8.47638863389,26.2684022009,102.77553125,12.496797268,8.44071276404,13.0535679381,2.0679473877,2.01995849609,0.851974487305,2.07641601563,0.55,0.055,0,,10.3690155782,224,,,,,0,12.1230805455,,,,8.06699604155,12.6798512156,,,,,,
0.566666666667,10.7434104623,8.48844608571,26.2741993488,102.77725,12.5100214191,8.43833919845,13.0488208069,2.06809997559,2.01988220215,0.851974487305,2.07641601563,0.566666666667,0.0566666666667,0,,10.3691962279,224,,,,,0,12.1358071847,,,,8.06412496406,12.6746065725,,,,,,
